"datetime","city","country","shape"
2011-08-02,"albuquerque","us","circle"
2004-08-31,"albuquerque","us","circle"
2000-08-09,"albuquerque","us","circle"
2005-09-11,"albuquerque","us","circle"
2013-09-19,"albuquerque","us","circle"
2012-09-22,"albuquerque (near)","us","circle"
2011-12-27,"albuquerque/aiport","","circle"
2002-08-10,"albury (nsw&#44 australia)","au","circle"
2004-06-06,"alentejo (portugal)","","circle"
2003-10-18,"alexandria","us","circle"
2008-12-11,"alexandria","us","circle"
2007-03-25,"alexandria","us","circle"
2004-03-09,"alexandria","us","circle"
2003-09-11,"alexandria","us","circle"
2003-09-11,"alexandria","us","circle"
2008-08-04,"algarve (portugal)","","circle"
2012-10-17,"algodones","us","circle"
2011-07-31,"algonquin","us","circle"
1995-07-29,"alicante (spain)","","circle"
2006-12-27,"aliso viejo","us","circle"
2004-03-03,"allegany","us","circle"
2010-12-17,"allen","us","circle"
2012-10-17,"allentown","us","circle"
2012-11-21,"allentown","us","circle"
2009-02-15,"allentown","us","circle"
2004-02-27,"allentown","us","circle"
2013-04-27,"allentown","us","circle"
2012-08-25,"allentown","us","circle"
2003-06-22,"allexander valley","","circle"
2007-03-10,"alliance","us","circle"
2010-11-07,"allison park","us","circle"
1998-05-17,"almont","us","circle"
1996-06-30,"almudevar (spain)","","circle"
2004-01-21,"aloha","us","circle"
2011-07-13,"aloha","us","circle"
2002-07-15,"aloha","us","circle"
2008-10-07,"alpharetta","us","circle"
2007-12-01,"alpharetta","us","circle"
2013-12-26,"alpharetta","us","circle"
1978-10-12,"alpine","us","circle"
2011-09-18,"alpine","us","circle"
2011-10-21,"alsip","us","circle"
2010-08-08,"alstead","us","circle"
2007-12-24,"alta loma","us","circle"
2014-01-08,"alta loma","us","circle"
1997-09-10,"alta loma","us","circle"
2005-02-19,"altamonte springs","us","circle"
2008-08-08,"altomont","","circle"
2000-02-15,"alton","us","circle"
2009-03-30,"alton","us","circle"
2005-06-30,"altoona","us","circle"
2012-07-07,"altoona","us","circle"
1961-04-15,"altus","us","circle"
2012-09-09,"alvadore","us","circle"
2012-12-07,"alvarado","us","circle"
2011-08-29,"alvin","us","circle"
1999-11-03,"amarillo","us","circle"
2012-04-14,"amarillo","us","circle"
2004-05-02,"amarillo","us","circle"
2011-09-24,"amarillo","us","circle"
2013-10-16,"amelia","us","circle"
2010-07-04,"amelia","us","circle"
2003-02-22,"american canyon","us","circle"
2014-01-01,"american fork","us","circle"
2012-01-27,"american fork","us","circle"
2013-11-16,"ames","us","circle"
2011-09-30,"ames","us","circle"
2006-03-25,"amherst","us","circle"
2013-06-01,"amherst","us","circle"
2013-08-11,"amherst","us","circle"
1999-10-20,"amity","us","circle"
2013-11-28,"amory","us","circle"
2008-04-21,"amory","us","circle"
2004-10-08,"amsterdam","us","circle"
2002-03-31,"amsterdam (netherlands)","","circle"
2011-08-25,"amsterdam (netherlands)","","circle"
1998-12-12,"amsterdam (the netherlands)","","circle"
1988-11-19,"anaheim","us","circle"
2001-11-28,"anaheim","us","circle"
2008-01-03,"anaheim","us","circle"
2009-02-18,"anaheim","us","circle"
2012-06-22,"anaheim","us","circle"
2011-10-21,"anchorage","us","circle"
2006-10-23,"anchorage","us","circle"
2013-10-23,"anchorage","us","circle"
1998-10-31,"anchorage","us","circle"
2011-11-23,"anchorage","us","circle"
2010-12-16,"anchorage","us","circle"
2013-12-19,"anchorage","us","circle"
2013-12-23,"anchorage","us","circle"
2003-01-24,"anchorage","us","circle"
2004-08-16,"anchorage","us","circle"
1972-08-30,"anchorage","us","circle"
2010-08-06,"anchorage","us","circle"
2013-10-12,"anderson","us","circle"
1975-06-30,"anderson","us","circle"
1972-06-09,"anderson","us","circle"
2013-07-18,"anderson","us","circle"
2007-03-14,"andover","us","circle"
2012-03-20,"andover","us","circle"
1981-09-20,"andrews afb","","circle"
2005-06-30,"andros island (bahamas)","","circle"
2001-12-20,"aneta (by/near)","us","circle"
2007-07-16,"angeir","","circle"
2005-05-02,"angels camp","us","circle"
2009-02-16,"angelus oaks","us","circle"
2004-03-19,"anglemont (canada)","","circle"
1997-09-15,"angola","us","circle"
2006-05-06,"ankara (turkey)","","circle"
2013-10-11,"ankeny","us","circle"
2007-10-04,"ann arbor","us","circle"
2005-02-27,"ann arbor","us","circle"
2012-06-22,"anna maria island","","circle"
2005-03-19,"annandale","us","circle"
2009-03-29,"annapolis","us","circle"
2011-04-09,"annapolis","us","circle"
2008-08-27,"anniston","us","circle"
2009-09-20,"ansonia","us","circle"
2011-06-06,"antalya (turkey)","","circle"
2014-02-23,"antelope","us","circle"
2003-10-12,"antioch","us","circle"
2012-01-11,"antioch","us","circle"
2013-11-24,"antioch","us","circle"
2013-12-02,"antioch","us","circle"
2007-12-31,"antioch","us","circle"
2013-02-15,"antioch","us","circle"
2005-03-18,"antioch","us","circle"
2001-04-28,"antioch","us","circle"
2011-06-10,"antioch","us","circle"
2012-06-12,"antioch","us","circle"
2012-11-18,"antrim (ireland)","","circle"
2006-02-08,"apache junction","us","circle"
2001-05-25,"apex","us","circle"
2006-12-28,"apollo","us","circle"
2012-10-20,"apple valley","us","circle"
2012-11-01,"apple valley","us","circle"
1999-11-16,"apple valley","us","circle"
2011-11-02,"apple valley","us","circle"
2013-12-25,"apple valley","us","circle"
2014-04-20,"apple valley","us","circle"
2012-06-02,"apple valley","us","circle"
2011-07-16,"apple valley","us","circle"
2005-07-29,"apple valley","us","circle"
2007-10-12,"appleton","us","circle"
2011-11-15,"appleton","us","circle"
2012-03-09,"appleton","us","circle"
2013-05-29,"appleton","us","circle"
2010-06-26,"appleton","us","circle"
2013-05-31,"appling","us","circle"
2013-11-22,"arapahoe","us","circle"
NA,"arbroath (uk/scotland)","gb","circle"
2012-02-19,"arcadia","us","circle"
2014-03-30,"arcadia","us","circle"
1999-05-26,"arco","us","circle"
2010-10-29,"arden","us","circle"
2004-10-31,"arden","us","circle"
2013-08-13,"arden","","circle"
1999-11-03,"area 51","","circle"
2000-04-18,"arizona (on highway)","","circle"
2004-06-30,"arizona (southern; on highway)","","circle"
2006-02-15,"arizona (western; hwy 40)","","circle"
2005-12-01,"arizona city","us","circle"
2007-02-06,"arizona city","us","circle"
2009-12-07,"arizona or colorano (inflight sighting)","","circle"
2000-03-12,"arkansas (northeast tip of)","","circle"
2013-10-19,"arlington","us","circle"
2004-10-09,"arlington","us","circle"
2009-04-20,"arlington","us","circle"
2004-07-04,"arlington","us","circle"
2012-08-18,"arlington","us","circle"
2001-09-11,"arlington","us","circle"
2003-09-25,"arlington","us","circle"
2001-02-24,"arlington (3-4 miles east of)","us","circle"
2010-07-20,"arlington heights","us","circle"
2010-07-04,"arlington heights","us","circle"
2002-07-15,"arnes/gimli (r.m. of) ?? (canada)","","circle"
2013-12-01,"arnold","us","circle"
2012-01-03,"arnold","us","circle"
2012-06-22,"arnold","us","circle"
1972-06-30,"arroy seco","","circle"
2004-10-11,"arroyo grande","us","circle"
1998-12-31,"aruba","","circle"
1959-06-05,"arvada","us","circle"
2011-08-01,"arvada","us","circle"
2011-12-15,"ashburn","us","circle"
1984-06-15,"asheville","us","circle"
2012-08-24,"asheville","us","circle"
2012-01-28,"ashkelon (israel)","","circle"
2012-11-22,"ashland","us","circle"
2003-03-07,"ashland","us","circle"
2005-07-22,"ashland","us","circle"
2008-07-05,"ashland","us","circle"
1958-09-14,"ashland","us","circle"
2005-09-30,"ashland","us","circle"
2004-11-05,"ashley","us","circle"
2007-05-31,"ashtabula","us","circle"
2011-10-10,"ashville","us","circle"
2007-12-12,"ashville","us","circle"
1998-06-16,"aspers","us","circle"
2013-01-22,"aston","","circle"
2002-09-07,"astoria","us","circle"
1996-10-13,"astoria (outside of)","us","circle"
2006-12-08,"asuncion (paraguay)","","circle"
2012-12-18,"atascadero (101 freeway)","us","circle"
2011-04-24,"athens","us","circle"
1974-05-10,"athens","us","circle"
2009-08-24,"athens","us","circle"
2013-09-28,"athens","us","circle"
1998-09-26,"athens (near)","us","circle"
2005-04-17,"athol","us","circle"
2006-10-23,"atlanta","us","circle"
2009-11-10,"atlanta","us","circle"
2000-11-23,"atlanta","us","circle"
2005-11-26,"atlanta","us","circle"
2010-02-03,"atlanta","us","circle"
2004-03-19,"atlanta","us","circle"
2004-03-19,"atlanta","us","circle"
2013-05-30,"atlanta","us","circle"
2007-05-08,"atlanta","us","circle"
2009-06-26,"atlanta","us","circle"
1995-07-20,"atlanta","us","circle"
2008-07-25,"atlanta","us","circle"
2002-07-30,"atlanta","us","circle"
1999-11-24,"atlanta (going northwest toward&#44 highway 316)","us","circle"
1998-05-20,"atlantic city","us","circle"
1991-06-01,"atlantic city","us","circle"
1982-06-01,"atlantic ocean","","circle"
2012-06-25,"atlantic ocean","","circle"
2007-07-06,"atlantic ocean","","circle"
2003-07-29,"atlantic ocean (canada)","","circle"
2014-02-27,"attica","us","circle"
2008-06-14,"attica","us","circle"
2000-09-01,"attleboro","us","circle"
2012-06-20,"atwater","us","circle"
2004-05-27,"atwood","us","circle"
1998-07-30,"auanga","","circle"
1999-10-31,"auburn","us","circle"
2008-10-09,"auburn","us","circle"
2000-11-23,"auburn","us","circle"
2011-11-26,"auburn","us","circle"
2011-12-14,"auburn","us","circle"
2006-12-29,"auburn","us","circle"
2013-12-31,"auburn","us","circle"
2004-02-15,"auburn","us","circle"
2006-02-09,"auburn","us","circle"
2013-03-04,"auburn","us","circle"
2012-04-21,"auburn","us","circle"
2005-06-24,"auburn","us","circle"
2008-06-28,"auburn","us","circle"
2009-07-04,"auburn","us","circle"
2013-07-04,"auburn","us","circle"
2011-08-14,"auburn","us","circle"
1999-08-27,"auburn","us","circle"
2013-08-04,"auburn","us","circle"
2006-08-06,"auburn","us","circle"
2013-09-19,"auburn","us","circle"
2012-09-04,"auburn","us","circle"
2013-12-14,"auckland (new zealand)","","circle"
2009-12-24,"auckland (new zealand)","","circle"
2013-02-09,"auckland (new zealand)","","circle"
2005-03-01,"auckland (new zealand)","","circle"
1986-03-13,"auckland (new zealand)","","circle"
2003-03-22,"auckland (new zealand)","","circle"
2005-08-24,"auckland (new zealand)","","circle"
2009-09-15,"auckland (new zealand)","","circle"
2011-07-17,"aughnacloy (northern ireland)","","circle"
2013-04-12,"augusta","us","circle"
2006-06-18,"augusta","us","circle"
2012-08-07,"augusta","us","circle"
2012-09-18,"augusta","us","circle"
1977-11-20,"aurora","us","circle"
2012-12-19,"aurora","us","circle"
2012-06-02,"aurora","us","circle"
2013-07-04,"aurora","us","circle"
2012-08-11,"aurora","us","circle"
2011-08-20,"aurora","us","circle"
2003-10-11,"austin","us","circle"
2014-01-01,"austin","us","circle"
2013-01-17,"austin","us","circle"
2014-01-02,"austin","us","circle"
2009-02-14,"austin","us","circle"
1998-02-09,"austin","us","circle"
2006-04-21,"austin","us","circle"
2009-04-07,"austin","us","circle"
2011-05-14,"austin","us","circle"
2001-07-20,"austin","us","circle"
2013-07-02,"austin","us","circle"
2007-07-22,"austin","us","circle"
2007-07-28,"austin","us","circle"
2012-08-11,"austin","us","circle"
1989-09-15,"austin","us","circle"
2009-02-04,"austin (rural)","us","circle"
2012-11-18,"austintown","us","circle"
2013-07-16,"austintown","us","circle"
2005-06-28,"australia","","circle"
2007-07-20,"avalon","us","circle"
2013-11-02,"aventura","us","circle"
2005-05-15,"aviano (italy)","","circle"
2009-08-02,"avoch (uk/scotland)","gb","circle"
1976-10-20,"avon lake","us","circle"
2004-06-16,"avondale","us","circle"
2013-07-07,"aynor","us","circle"
2012-09-01,"aynor","us","circle"
2008-01-08,"azle","us","circle"
1997-05-10,"azle","us","circle"
1965-09-01,"azores (aboard uss albany)","","circle"
2013-11-28,"azusa","us","circle"
2009-02-10,"azusa","us","circle"
2014-04-27,"azuza","","circle"
1989-01-06,"b&uuml;nde (birdwood barracks) (germany)","","circle"
2011-06-24,"babbitt","us","circle"
2012-01-04,"babson park","us","circle"
1967-08-08,"babylon","us","circle"
2000-09-27,"babylon","us","circle"
2004-04-07,"bacolod (philippines)","","circle"
2007-08-12,"baconton","us","circle"
1955-06-01,"bagley","us","circle"
2009-06-10,"baguio (philippines)","","circle"
1999-09-15,"bahamas","","circle"
2004-04-23,"bailey","us","circle"
2007-05-10,"bailey&#39s harbor","","circle"
1998-06-06,"bailey/fairplay (between&#44 off hy 285)","","circle"
2006-01-10,"bairnsdale (victoria&#44 australia)","au","circle"
1982-07-15,"baker lake (rural wa)","","circle"
2007-10-10,"bakersfield","us","circle"
2013-10-01,"bakersfield","us","circle"
1986-10-03,"bakersfield","us","circle"
1961-11-11,"bakersfield","us","circle"
2010-01-15,"bakersfield","us","circle"
2012-11-09,"bakersfield","us","circle"
2001-03-03,"bakersfield","us","circle"
1999-05-19,"bakersfield","us","circle"
2005-06-15,"bakersfield","us","circle"
2008-07-25,"bakersfield","us","circle"
2011-07-30,"bakersfield","us","circle"
2003-07-04,"bakersfield","us","circle"
1966-09-05,"bakersfield","us","circle"
2014-02-23,"balboa island","us","circle"
2011-01-27,"bald knob","us","circle"
1981-06-15,"baldwin","us","circle"
2006-08-27,"baldwin","us","circle"
1969-08-15,"baldwin city","us","circle"
2013-06-29,"baldwinsville","us","circle"
2003-12-15,"baling (malaysia)","","circle"
2009-01-09,"ball ground","us","circle"
2008-01-28,"ballston spa","us","circle"
2012-06-24,"ballwin","us","circle"
2005-01-01,"baltimore","us","circle"
2013-01-07,"baltimore","us","circle"
2002-02-03,"baltimore","us","circle"
2007-02-05,"baltimore","","circle"
2011-03-29,"baltimore","us","circle"
2010-07-04,"baltimore","us","circle"
2013-08-20,"baltimore","","circle"
2012-09-12,"baltimore","us","circle"
2013-05-30,"baltimore (rossville &amp; belair roads)","us","circle"
2001-07-14,"bamberg (germany/bavaria)","de","circle"
2005-07-21,"banbridge (northern ireland)","","circle"
2007-11-16,"bangalore (india)","","circle"
2012-11-19,"bangalore (india)","","circle"
2008-11-22,"bangalore (india)","","circle"
2007-01-06,"bangalore (india)","","circle"
2007-05-28,"bangalore (india)","","circle"
2001-11-19,"bangkok (thailand)","","circle"
1973-07-10,"bar harbor","us","circle"
2011-09-10,"baraboo","us","circle"
2014-01-25,"barbados","","circle"
2014-03-25,"barberton","us","circle"
2014-04-11,"barberton","us","circle"
1991-07-01,"barberton","us","circle"
2012-07-04,"barberton","us","circle"
2012-01-19,"barbourville","us","circle"
2008-03-03,"barcelona (spain)","","circle"
2008-02-18,"bariloche (argentina)","","circle"
2012-07-27,"barmouth (uk/wales)","gb","circle"
2008-09-29,"barnsley (uk/england)","gb","circle"
1998-09-07,"barnsley (uk/england)","gb","circle"
2001-08-18,"barnum","us","circle"
2009-07-10,"barnwell","us","circle"
2007-10-14,"barquisimeto (venezuela)","","circle"
2013-09-03,"barrhaven (canada)","","circle"
2007-10-01,"barrie (canada)","ca","circle"
2012-01-01,"barrie (canada)","ca","circle"
2002-07-12,"barrie (canada)","ca","circle"
2007-09-03,"barrie (canada)","ca","circle"
2013-06-21,"barrington","us","circle"
2005-01-10,"barryton","us","circle"
2001-10-04,"barstow","us","circle"
1984-05-20,"barstow","us","circle"
2005-06-11,"barstow","us","circle"
2012-09-03,"barstow (outside of)","","circle"
2001-07-07,"bartlesville","us","circle"
2008-04-26,"bartlett/memphis","","circle"
2013-12-26,"bartow county (hwy 20; near wilderness camp rd.)","us","circle"
2005-05-15,"basak gate lapu-lapu city&#44cebu (philippines)","","circle"
2012-08-07,"basel (switzerland)","","circle"
2005-10-22,"bassevelde (belgium)","","circle"
2012-10-09,"batavia","us","circle"
2013-04-30,"batavia","us","circle"
2003-07-19,"batavia","us","circle"
2011-09-02,"batavia","us","circle"
2010-06-18,"batchewana bay (canada)","","circle"
2008-06-14,"batesville","us","circle"
2009-01-10,"bath (uk/england)","gb","circle"
2002-11-13,"baton rouge","us","circle"
1998-01-01,"baton rouge","us","circle"
2004-05-31,"baton rouge","us","circle"
2011-06-17,"baton rouge","us","circle"
2004-08-14,"baton rouge","us","circle"
2011-10-02,"battle creek","us","circle"
2010-07-04,"battle creek","us","circle"
2009-08-13,"battle creek","us","circle"
1999-10-03,"battle ground/vancouver","","circle"
2012-05-12,"bay minette","us","circle"
2002-05-19,"bay shore","us","circle"
2009-11-15,"bayamon (puerto rico)","","circle"
2002-03-29,"bayfield","us","circle"
2012-08-03,"bayonne","us","circle"
2006-11-25,"baytown","us","circle"
2010-03-28,"beach park","us","circle"
2006-03-03,"beachwood","us","circle"
2004-11-06,"beale afb","","circle"
1999-02-16,"beale afb (2 mi n of)","","circle"
1998-01-10,"beals","us","circle"
2008-11-27,"bear","us","circle"
2013-12-25,"bear","us","circle"
2009-07-10,"bear creek","us","circle"
1989-07-09,"beardstown","us","circle"
2007-10-26,"bearskin lake (canada)","ca","circle"
2010-04-22,"beaufort","us","circle"
2009-06-27,"beaufort","us","circle"
2006-07-13,"beaufort","us","circle"
2010-08-22,"beaumont","us","circle"
2013-10-26,"beaver","us","circle"
2008-11-14,"beaver","us","circle"
2005-03-15,"beaver dam","us","circle"
2014-03-08,"beaver dam","","circle"
2007-02-26,"beavercreek","us","circle"
2013-09-10,"beavercreek","us","circle"
2008-11-21,"beaverton","us","circle"
2014-03-16,"beaverton","us","circle"
2001-08-03,"beaverton","us","circle"
2012-09-25,"beaverton/tigard","","circle"
2003-10-20,"beckley","us","circle"
2004-02-16,"beckley","us","circle"
2004-10-25,"bedford","us","circle"
2004-11-26,"bedford","us","circle"
2011-04-11,"bedford","us","circle"
2007-09-14,"bedford park","us","circle"
2008-11-27,"bedfordshire (uk/england)","gb","circle"
2002-02-16,"bee branch","us","circle"
2013-08-10,"beech creek","us","circle"
2010-09-15,"beechbottom (oh co. airport rd.)","","circle"
2005-08-14,"beeville","us","circle"
2007-11-20,"beijing (china)","","circle"
2001-11-20,"bel air","us","circle"
2013-03-22,"belair","","circle"
2012-04-14,"belcourt","us","circle"
2005-09-20,"belfair","us","circle"
2013-09-05,"belgium","","circle"
2009-11-15,"belgrade","us","circle"
1998-11-16,"belgrade","us","circle"
2012-01-01,"belgrade","us","circle"
2010-12-29,"belle vernon (westward)","us","circle"
2009-10-01,"belleview","us","circle"
2002-03-21,"belleville","us","circle"
2010-07-04,"belleville","us","circle"
2011-09-13,"belleville","us","circle"
1999-10-08,"bellevue","us","circle"
2001-01-01,"bellevue","us","circle"
2006-01-17,"bellevue","us","circle"
2001-02-01,"bellevue","us","circle"
1999-05-13,"bellevue","us","circle"
2005-05-20,"bellevue","us","circle"
1999-06-01,"bellevue","us","circle"
2013-06-22,"bellevue","us","circle"
2013-07-06,"bellevue","us","circle"
1992-08-01,"bellevue","us","circle"
2003-08-15,"bellevue","us","circle"
2012-11-14,"bellingham","us","circle"
2012-11-24,"bellingham","us","circle"
2005-02-12,"bellingham","us","circle"
2014-03-31,"bellingham","us","circle"
2013-03-07,"bellingham","us","circle"
2007-04-17,"bellingham","us","circle"
2005-05-26,"bellingham","us","circle"
2012-08-11,"bellingham","us","circle"
2013-09-05,"bellingham","us","circle"
2003-03-01,"bellmore","us","circle"
2013-06-25,"bellport","us","circle"
1998-02-27,"bellville","us","circle"
1998-10-04,"belmont","us","circle"
1960-08-10,"belmont","us","circle"
2013-08-31,"beloit township","","circle"
2012-09-09,"belton","us","circle"
2011-12-01,"bemidji","us","circle"
2013-08-24,"bemus point","us","circle"
2000-11-11,"bend","us","circle"
2013-11-24,"bend","us","circle"
2000-11-03,"bend","us","circle"
2012-12-30,"bend","us","circle"
2004-03-17,"bend","us","circle"
2012-06-16,"bend","us","circle"
2010-07-26,"bensenville","us","circle"
2010-01-01,"benton","us","circle"
2014-02-27,"benton","us","circle"
2010-06-24,"benton","us","circle"
2003-07-03,"benton","us","circle"
2012-09-08,"benton","us","circle"
2011-10-30,"berea","us","circle"
2007-03-13,"bergen","us","circle"
2006-01-08,"bergen (norway)","","circle"
2008-08-20,"bergenfield","us","circle"
2010-05-02,"berkeley","us","circle"
2013-03-05,"berkley","","circle"
2011-05-06,"berkley heights","","circle"
2011-11-16,"berlin","us","circle"
2009-05-19,"berlin","us","circle"
2013-06-20,"berlin","us","circle"
2012-09-02,"berlin","us","circle"
2012-07-28,"berlin (germany)","de","circle"
2008-08-23,"berlin (germany)","de","circle"
2001-06-19,"bermuda","","circle"
2011-07-04,"berryville","us","circle"
2011-10-23,"berwyn","us","circle"
2010-07-03,"berwyn","us","circle"
2012-10-12,"bessemer","us","circle"
2011-02-25,"bessemer city","us","circle"
2013-08-01,"bethany beach","us","circle"
2005-03-02,"bethel","us","circle"
2013-03-03,"bethel","us","circle"
2012-04-06,"bethel","us","circle"
2008-09-25,"bethel","us","circle"
2008-09-25,"bethel","us","circle"
2013-12-24,"bethel park","us","circle"
2010-03-15,"bethleham","","circle"
2009-01-12,"bethlehem","us","circle"
2012-04-15,"bethpage","us","circle"
2013-07-05,"bettendorf","us","circle"
2013-09-21,"bettendorf","us","circle"
1979-03-30,"between jackson fla. &amp; atlanta ga.","","circle"
2013-04-26,"beverly","us","circle"
2013-10-25,"beverly hills","us","circle"
2008-09-06,"beverly hills/ los angeles","","circle"
2001-11-24,"bicester&#44 oxfordshire (uk/england)","","circle"
2014-02-11,"biddeford","us","circle"
2013-05-04,"big bay","us","circle"
NA,"big bear city","us","circle"
2005-07-04,"big bear lake","us","circle"
1996-02-11,"big cypress parks","","circle"
2004-10-16,"big cypress preserve","","circle"
2006-11-17,"big oak valley","","circle"
2011-05-11,"bighorn (municipal district) (canada)","","circle"
2004-12-29,"billerica","us","circle"
1968-06-01,"billings","us","circle"
2001-06-07,"billings","us","circle"
2009-11-06,"biloxi","us","circle"
2006-11-28,"birmingham","us","circle"
2006-11-28,"birmingham","us","circle"
2011-12-31,"birmingham","us","circle"
2004-06-08,"birmingham","us","circle"
2014-02-02,"birmingham (uk/endland)","gb","circle"
2008-11-14,"birmingham (uk/england)","gb","circle"
2007-11-03,"birmingham (uk/england)","gb","circle"
2005-12-19,"birmingham (uk/england)","gb","circle"
2012-06-09,"birmingham (uk/england)","gb","circle"
1989-08-16,"birmingham (uk/england)","gb","circle"
1976-09-05,"birmingham (uk/england)","gb","circle"
2005-06-22,"bishkek (kyrgystan)","","circle"
2009-08-14,"bishops falls (canada)","ca","circle"
2003-02-11,"bishops head","us","circle"
2009-06-25,"bishopstoke (uk/england)","gb","circle"
2009-08-01,"bismarck","us","circle"
2004-08-14,"bismarck","us","circle"
2005-03-30,"bison","us","circle"
1972-08-28,"bixby south","","circle"
2013-11-12,"black canyon city","us","circle"
2000-02-16,"black canyon city","us","circle"
2013-07-03,"black hawk","","circle"
2012-09-11,"black river","us","circle"
2006-05-24,"blackburn&#44 lancashire (uk/england)","","circle"
2011-07-28,"blackduck/bemidji (between)","","circle"
2012-12-08,"blackfoot","us","circle"
1973-06-15,"blackhawk","","circle"
2004-07-22,"blaine","us","circle"
2007-12-23,"blairs","us","circle"
2012-06-05,"blairs","us","circle"
2007-09-26,"blandford forum (uk/england)","gb","circle"
2009-10-18,"bloemfontein (free state)","","circle"
1992-06-15,"bloomfield","us","circle"
2007-12-10,"bloomfield (canada)","","circle"
2012-03-25,"bloomington","us","circle"
2010-05-11,"bloomington","us","circle"
2009-07-28,"bloomington","us","circle"
1972-08-10,"bloomington","us","circle"
2006-08-09,"bloomington","us","circle"
2008-09-24,"bloomsburg","us","circle"
2007-07-22,"blossvale","us","circle"
1997-10-24,"blountville","us","circle"
2004-02-14,"blue bell","us","circle"
2012-10-11,"blue island","us","circle"
2010-06-20,"blue island","us","circle"
2010-08-25,"blue island","us","circle"
2006-12-29,"blue ridge (close to)","us","circle"
2012-07-01,"blue springs","us","circle"
2006-10-20,"bluefield","us","circle"
2010-06-26,"blueridge","","circle"
2010-06-19,"bluff city","us","circle"
2010-06-03,"bluffton","","circle"
2005-04-01,"blyth","","circle"
2010-11-19,"boardman","us","circle"
2003-01-16,"boaz","us","circle"
2014-01-01,"boca raton","us","circle"
2014-03-31,"boca raton","us","circle"
2003-08-30,"boca raton","us","circle"
1966-10-15,"boca raton (military trail)","us","circle"
NA,"bocholt (germany)","de","circle"
2006-06-01,"bodie (near)","us","circle"
1996-06-22,"boekel (the netherlands)","","circle"
2013-11-03,"boerne","us","circle"
2009-02-04,"boerne texas","","circle"
2006-03-03,"bognor regis (uk/england)","gb","circle"
1997-07-30,"bognor regis (uk/england)","gb","circle"
2014-03-19,"bogota (colombia)","","circle"
2000-10-31,"boise","us","circle"
2011-12-22,"boise","us","circle"
2011-12-24,"boise","us","circle"
2013-12-24,"boise","us","circle"
2014-02-01,"boise","us","circle"
2014-02-19,"boise","us","circle"
2007-03-14,"boise","us","circle"
2014-04-10,"boise","us","circle"
2006-06-23,"boise","us","circle"
2006-07-18,"boise","us","circle"
2000-07-19,"boise","us","circle"
2013-07-04,"boise","us","circle"
2011-08-15,"boise","us","circle"
2009-09-18,"boise","us","circle"
2013-09-09,"boise","us","circle"
1976-07-15,"bokchito","us","circle"
2013-01-22,"boldo","us","circle"
2001-09-11,"bolingbrook","us","circle"
2005-09-02,"boliver","","circle"
2012-08-24,"bolton landing","us","circle"
2012-04-14,"bongaigaon (assam) (india)","","circle"
2001-10-17,"bonita springs","us","circle"
2007-05-15,"bonita springs","us","circle"
2001-09-16,"bonita springs","us","circle"
2013-11-16,"boomer","us","circle"
2001-08-17,"boone","us","circle"
2013-07-16,"booneville","us","circle"
2011-10-28,"boothwyn","us","circle"
2013-12-31,"boracay island (philippines)","","circle"
2006-03-08,"bordentown","us","circle"
2013-01-09,"borehamwood (uk/england)","gb","circle"
2002-03-26,"borger","us","circle"
1999-09-17,"boring","us","circle"
2014-01-30,"boscawen","us","circle"
2010-12-10,"boscobel","us","circle"
1998-12-17,"bossier city","us","circle"
2013-12-31,"bossier city","us","circle"
2006-03-13,"bossier city","us","circle"
2013-11-28,"boston","us","circle"
2001-06-22,"boston","us","circle"
1974-07-07,"boston","us","circle"
1964-08-04,"boston","us","circle"
1991-09-01,"boston (above)","us","circle"
2006-07-25,"boston (uk/england)","gb","circle"
2012-02-21,"bothell","us","circle"
2012-02-08,"bothell","us","circle"
2001-03-01,"bothell","us","circle"
2012-07-04,"bothell","us","circle"
1998-09-20,"bothell (northern sky)","us","circle"
2007-12-15,"boulder","us","circle"
2008-01-22,"boulder","us","circle"
2013-02-09,"boulder","us","circle"
2007-05-10,"boulder","us","circle"
1991-10-31,"boulder (10 miles west)","us","circle"
2011-05-04,"bountiful","us","circle"
2012-10-28,"bourbonnais","us","circle"
2013-06-16,"bourbonnais","us","circle"
2012-10-22,"bourne","us","circle"
2008-09-28,"bournemouth (uk/england)","gb","circle"
1998-11-11,"bowling green","us","circle"
2013-11-28,"bowling green","us","circle"
2009-06-28,"bowling green","us","circle"
2010-06-04,"bowling green","us","circle"
2013-07-06,"bowling green","us","circle"
2012-08-03,"bowling green","us","circle"
2010-10-23,"boyertown","us","circle"
2013-12-26,"boynton beach","us","circle"
2007-03-17,"boynton beach","us","circle"
2014-03-19,"boynton beach","us","circle"
2014-04-01,"boynton beach","us","circle"
2005-07-15,"boynton beach","us","circle"
2012-11-17,"bozeman","us","circle"
2012-11-06,"bozeman","us","circle"
2014-02-07,"bozeman","us","circle"
2013-09-01,"bozrah","","circle"
2002-12-11,"brabrand (denmark)","","circle"
2008-10-17,"bracknell (uk/england)","gb","circle"
2001-11-18,"bradenton","us","circle"
2001-12-23,"bradenton","us","circle"
2004-03-28,"bradenton","us","circle"
2012-06-14,"bradenton (northeast area of)","us","circle"
2013-03-16,"bradenton/sarasota","","circle"
1979-05-18,"bradford","us","circle"
2013-01-14,"bradford (uk/england)","gb","circle"
2012-01-23,"bradford (west yorkshire) (uk/england)","gb","circle"
2012-01-23,"bradford (west yorkshire) (uk/england)","gb","circle"
